"bkz";"gkz";"name";"wber";"abg";"ung";"gueltig";"vp";"sp";"fp";"gr";"ne";"so"
316;31650;"Stronsdorf";1273;NA;NA;NA;NA;NA;NA;NA;NA;NA
316;31651;"Ulrichskirchen-Schleinbach";2100;NA;NA;NA;NA;NA;NA;NA;NA;NA
316;31652;"Unterstinkenbrunn";464;NA;NA;NA;NA;NA;NA;NA;NA;NA
316;31653;"Wildendürnbach";1212;NA;NA;NA;NA;NA;NA;NA;NA;NA
316;31654;"Wilfersdorf";1683;1377;18;1359;445;234;467;50;91;72
316;31655;"Wolkersdorf im Weinviertel";5711;NA;NA;NA;NA;NA;NA;NA;NA;NA
316;31658;"Ottenthal";446;NA;NA;NA;NA;NA;NA;NA;NA;NA
317;31701;"Achau";1243;NA;NA;NA;NA;NA;NA;NA;NA;NA
317;31702;"Biedermannsdorf";2377;NA;NA;NA;NA;NA;NA;NA;NA;NA
317;31703;"Breitenfurt bei Wien";4647;NA;NA;NA;NA;NA;NA;NA;NA;NA
317;31704;"Brunn am Gebirge";8786;NA;NA;NA;NA;NA;NA;NA;NA;NA
317;31706;"Gaaden";1281;NA;NA;NA;NA;NA;NA;NA;NA;NA
317;31707;"Gießhübl";1815;NA;NA;NA;NA;NA;NA;NA;NA;NA
317;31709;"Gumpoldskirchen";2996;NA;NA;NA;NA;NA;NA;NA;NA;NA
317;31710;"Guntramsdorf";6836;NA;NA;NA;NA;NA;NA;NA;NA;NA
317;31711;"Hennersdorf";1245;NA;NA;NA;NA;NA;NA;NA;NA;NA
317;31712;"Hinterbrühl";2856;NA;NA;NA;NA;NA;NA;NA;NA;NA
317;31713;"Kaltenleutgeben";2486;NA;NA;NA;NA;NA;NA;NA;NA;NA
317;31714;"Laab im Walde";884;NA;NA;NA;NA;NA;NA;NA;NA;NA
317;31715;"Laxenburg";2213;NA;NA;NA;NA;NA;NA;NA;NA;NA
317;31716;"Maria Enzersdorf";6459;NA;NA;NA;NA;NA;NA;NA;NA;NA
317;31717;"Mödling";14700;NA;NA;NA;NA;NA;NA;NA;NA;NA
317;31718;"Münchendorf";2420;NA;NA;NA;NA;NA;NA;NA;NA;NA
317;31719;"Perchtoldsdorf";11404;NA;NA;NA;NA;NA;NA;NA;NA;NA
317;31723;"Vösendorf";5586;NA;NA;NA;NA;NA;NA;NA;NA;NA
317;31725;"Wiener Neudorf";7029;NA;NA;NA;NA;NA;NA;NA;NA;NA
317;31726;"Wienerwald";2283;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31801;"Altendorf";284;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31802;"Aspang-Markt";1504;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31803;"Aspangberg-St. Peter";1519;1250;21;1229;488;130;435;39;73;64
318;31804;"Breitenau";1225;1036;14;1022;237;249;365;34;87;50
318;31805;"Breitenstein";228;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31806;"Buchbach";291;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31807;"Edlitz";714;592;6;586;235;85;178;21;39;28
318;31808;"Enzenreith";1554;1269;8;1261;367;265;406;65;97;61
318;31809;"Feistritz am Wechsel";859;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31810;"Gloggnitz";4444;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31811;"Grafenbach-St. Valentin";1850;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31812;"Grimmenstein";1099;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31813;"Grünbach am Schneeberg";1194;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31814;"Kirchberg am Wechsel";2048;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31815;"Mönichkirchen";501;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31817;"Natschbach-Loipersbach";1406;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31818;"Neunkirchen";8828;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31820;"Otterthal";450;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31821;"Payerbach";1611;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31823;"Pitten";2329;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31825;"Prigglitz";364;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31826;"Puchberg am Schneeberg";2183;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31827;"Raach am Hochgebirge";258;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31829;"Reichenau an der Rax";2052;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31830;"St. Corona am Wechsel";325;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31831;"St. Egyden am Steinfeld";1720;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31832;"Scheiblingkirchen-Thernberg";1602;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31833;"Schottwien";492;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31834;"Schrattenbach";316;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31835;"Schwarzau am Steinfeld";1616;1286;8;1278;341;258;473;51;87;68
318;31836;"Schwarzau im Gebirge";463;398;13;385;88;81;172;13;16;15
318;31837;"Seebenstein";1227;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31838;"Semmering";372;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31839;"Ternitz";11295;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31840;"Thomasberg";1005;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31841;"Trattenbach";428;371;4;367;162;28;147;9;6;15
318;31842;"Bürg-Vöstenhof";137;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31843;"Warth";1265;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31844;"Wartmannstetten";1314;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31845;"Willendorf";785;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31846;"Wimpassing im Schwarzatale";1088;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31847;"Würflach";1336;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31848;"Zöbern";1136;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;31849;"Höflein an der Hohen Wand";745;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31901;"Altlengbach";2440;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31902;"Asperhofen";1763;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31903;"Böheimkirchen";4088;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31904;"Brand-Laaben";1025;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31905;"Eichgraben";3482;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31906;"Frankenfels";1527;1321;27;1294;553;223;359;52;58;49
319;31907;"Gerersdorf";814;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31909;"Hofstetten-Grünau";2151;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31910;"Hafnerbach";1330;1134;22;1112;401;191;292;99;86;43
319;31911;"Haunoldstein";944;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31912;"Herzogenburg";6017;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31913;"Inzersdorf-Getzersdorf";1314;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31915;"Kapelln";1057;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31916;"Karlstetten";1753;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31917;"Kasten bei Böheimkirchen";1145;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31918;"Kirchberg an der Pielach";2568;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31919;"Kirchstetten";1832;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31920;"Loich";454;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31921;"Maria-Anzbach";2483;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31922;"Markersdorf-Haindorf";1631;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31923;"Michelbach";680;587;11;576;231;47;193;26;36;43
319;31925;"Neidling";1235;1070;10;1060;342;181;284;91;100;62
319;31926;"Neulengbach";6453;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31927;"Neustift-Innermanzing";1226;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31928;"Nußdorf ob der Traisen";1547;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31929;"Ober-Grafendorf";3805;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31930;"Obritzberg-Rust";1884;1595;25;1570;581;205;490;93;114;87
319;31932;"Prinzersdorf";1236;994;12;982;281;194;242;94;114;57
319;31934;"Pyhra";2822;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31935;"Rabenstein an der Pielach";1958;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31938;"St. Margarethen an der Sierning";849;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31939;"Schwarzenbach an der Pielach";287;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31940;"Statzendorf";1133;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31941;"Stössing";654;549;6;543;166;75;191;32;36;43
319;31943;"Traismauer";4812;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31945;"Weinburg";1125;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31946;"Perschling";1200;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31947;"Wilhelmsburg";4941;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31948;"Wölbling";1890;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31949;"Gablitz";3834;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31950;"Mauerbach";2767;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31951;"Pressbaum";5713;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31952;"Purkersdorf";7002;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31953;"Tullnerbach";2180;NA;NA;NA;NA;NA;NA;NA;NA;NA
319;31954;"Wolfsgraben";1350;1124;4;1120;343;178;288;115;122;74
320;32001;"Gaming";2310;NA;NA;NA;NA;NA;NA;NA;NA;NA
320;32002;"Göstling an der Ybbs";1661;NA;NA;NA;NA;NA;NA;NA;NA;NA
320;32003;"Gresten";1574;NA;NA;NA;NA;NA;NA;NA;NA;NA
320;32004;"Gresten-Land";1182;NA;NA;NA;NA;NA;NA;NA;NA;NA
320;32005;"Lunz am See";1451;NA;NA;NA;NA;NA;NA;NA;NA;NA
320;32006;"Oberndorf an der Melk";2438;NA;NA;NA;NA;NA;NA;NA;NA;NA
320;32007;"Puchenstuben";218;158;5;153;60;35;41;4;4;9
320;32008;"Purgstall an der Erlauf";4274;NA;NA;NA;NA;NA;NA;NA;NA;NA
320;32009;"Randegg";1500;NA;NA;NA;NA;NA;NA;NA;NA;NA
320;32010;"Reinsberg";828;NA;NA;NA;NA;NA;NA;NA;NA;NA
320;32011;"St. Anton an der Jeßnitz";918;NA;NA;NA;NA;NA;NA;NA;NA;NA
320;32012;"St. Georgen an der Leys";1063;NA;NA;NA;NA;NA;NA;NA;NA;NA
320;32013;"Scheibbs";3405;NA;NA;NA;NA;NA;NA;NA;NA;NA
320;32014;"Steinakirchen am Forst";1823;NA;NA;NA;NA;NA;NA;NA;NA;NA
320;32015;"Wang";1096;NA;NA;NA;NA;NA;NA;NA;NA;NA
320;32016;"Wieselburg";3165;NA;NA;NA;NA;NA;NA;NA;NA;NA
320;32017;"Wieselburg-Land";2742;NA;NA;NA;NA;NA;NA;NA;NA;NA
320;32018;"Wolfpassing";1360;NA;NA;NA;NA;NA;NA;NA;NA;NA
321;32101;"Absdorf";1799;NA;NA;NA;NA;NA;NA;NA;NA;NA
321;32104;"Atzenbrugg";2561;NA;NA;NA;NA;NA;NA;NA;NA;NA
321;32106;"Fels am Wagram";1924;NA;NA;NA;NA;NA;NA;NA;NA;NA
321;32107;"Grafenwörth";2644;NA;NA;NA;NA;NA;NA;NA;NA;NA
321;32109;"Großriedenthal";800;NA;NA;NA;NA;NA;NA;NA;NA;NA
321;32110;"Großweikersdorf";2721;NA;NA;NA;NA;NA;NA;NA;NA;NA
321;32112;"Judenau-Baumgarten";1759;NA;NA;NA;NA;NA;NA;NA;NA;NA
321;32114;"Kirchberg am Wagram";2992;NA;NA;NA;NA;NA;NA;NA;NA;NA
321;32115;"Königsbrunn am Wagram";1119;934;11;923;292;203;263;50;69;46
321;32116;"Königstetten";1858;NA;NA;NA;NA;NA;NA;NA;NA;NA
321;32119;"Langenrohr";1902;NA;NA;NA;NA;NA;NA;NA;NA;NA
321;32120;"Michelhausen";3014;NA;NA;NA;NA;NA;NA;NA;NA;NA
321;32131;"Sieghartskirchen";5854;NA;NA;NA;NA;NA;NA;NA;NA;NA
321;32132;"Sitzenberg-Reidling";1867;NA;NA;NA;NA;NA;NA;NA;NA;NA
321;32134;"Tulbing";2618;NA;NA;NA;NA;NA;NA;NA;NA;NA
321;32135;"Tulln an der Donau";12046;NA;NA;NA;NA;NA;NA;NA;NA;NA
321;32139;"Würmla";1202;980;10;970;329;134;293;81;72;61
321;32140;"Zeiselmauer-Wolfpassing";1774;NA;NA;NA;NA;NA;NA;NA;NA;NA
321;32141;"Zwentendorf an der Donau";3020;NA;NA;NA;NA;NA;NA;NA;NA;NA
321;32142;"St. Andrä-Wördern";6070;NA;NA;NA;NA;NA;NA;NA;NA;NA
321;32143;"Muckendorf-Wipfing";1305;NA;NA;NA;NA;NA;NA;NA;NA;NA
321;32144;"Klosterneuburg";20072;NA;NA;NA;NA;NA;NA;NA;NA;NA
322;32202;"Dietmanns";896;NA;NA;NA;NA;NA;NA;NA;NA;NA
322;32203;"Dobersberg";1294;NA;NA;NA;NA;NA;NA;NA;NA;NA
322;32206;"Gastern";1008;NA;NA;NA;NA;NA;NA;NA;NA;NA
322;32207;"Groß-Siegharts";2207;NA;NA;NA;NA;NA;NA;NA;NA;NA
322;32209;"Karlstein an der Thaya";1206;998;14;984;391;100;381;28;51;33
322;32210;"Kautzen";920;NA;NA;NA;NA;NA;NA;NA;NA;NA
322;32212;"Ludweis-Aigen";761;NA;NA;NA;NA;NA;NA;NA;NA;NA
322;32214;"Pfaffenschlag bei Waidhofen a.d.Thaya";761;NA;NA;NA;NA;NA;NA;NA;NA;NA
322;32216;"Raabs an der Thaya";2221;NA;NA;NA;NA;NA;NA;NA;NA;NA
322;32217;"Thaya";1220;1009;19;990;386;107;353;43;63;38
322;32219;"Vitis";2246;NA;NA;NA;NA;NA;NA;NA;NA;NA
322;32220;"Waidhofen an der Thaya";4400;NA;NA;NA;NA;NA;NA;NA;NA;NA
322;32221;"Waidhofen an der Thaya-Land";1077;NA;NA;NA;NA;NA;NA;NA;NA;NA
322;32222;"Waldkirchen an der Thaya";428;NA;NA;NA;NA;NA;NA;NA;NA;NA
322;32223;"Windigsteig";813;NA;NA;NA;NA;NA;NA;NA;NA;NA
323;32301;"Bad Fischau-Brunn";2732;NA;NA;NA;NA;NA;NA;NA;NA;NA
323;32302;"Bad Schönau";607;488;8;480;176;48;191;15;29;21
323;32304;"Ebenfurth";2152;NA;NA;NA;NA;NA;NA;NA;NA;NA
323;32305;"Eggendorf";3733;NA;NA;NA;NA;NA;NA;NA;NA;NA
323;32306;"Bad Erlach";2576;NA;NA;NA;NA;NA;NA;NA;NA;NA
323;32307;"Felixdorf";3245;NA;NA;NA;NA;NA;NA;NA;NA;NA
323;32308;"Gutenstein";996;NA;NA;NA;NA;NA;NA;NA;NA;NA
323;32309;"Hochneukirchen-Gschaidt";1364;1161;19;1142;534;137;323;29;69;50
323;32310;"Hochwolkersdorf";822;NA;NA;NA;NA;NA;NA;NA;NA;NA
323;32311;"Hohe Wand";1159;NA;NA;NA;NA;NA;NA;NA;NA;NA
323;32312;"Hollenthon";834;NA;NA;NA;NA;NA;NA;NA;NA;NA
323;32313;"Katzelsdorf";2587;NA;NA;NA;NA;NA;NA;NA;NA;NA
323;32314;"Kirchschlag in der Buckligen Welt";2275;NA;NA;NA;NA;NA;NA;NA;NA;NA
323;32315;"Krumbach";1957;NA;NA;NA;NA;NA;NA;NA;NA;NA
323;32316;"Lanzenkirchen";3404;NA;NA;NA;NA;NA;NA;NA;NA;NA
323;32317;"Lichtenegg";850;NA;NA;NA;NA;NA;NA;NA;NA;NA
323;32318;"Lichtenwörth";2267;NA;NA;NA;NA;NA;NA;NA;NA;NA
323;32319;"Markt Piesting";2288;NA;NA;NA;NA;NA;NA;NA;NA;NA
323;32320;"Matzendorf-Hölles";1684;NA;NA;NA;NA;NA;NA;NA;NA;NA
323;32321;"Miesenbach";533;NA;NA;NA;NA;NA;NA;NA;NA;NA
323;32322;"Muggendorf";417;367;4;363;138;56;115;11;25;18
323;32323;"Pernitz";1908;NA;NA;NA;NA;NA;NA;NA;NA;NA
323;32324;"Rohr im Gebirge";335;275;4;271;103;23;115;6;14;10
323;32325;"Bromberg";938;802;12;790;339;100;246;25;39;41
323;32326;"Schwarzenbach";766;NA;NA;NA;NA;NA;NA;NA;NA;NA
323;32327;"Sollenau";3894;NA;NA;NA;NA;NA;NA;NA;NA;NA
323;32330;"Theresienfeld";2733;NA;NA;NA;NA;NA;NA;NA;NA;NA
323;32331;"Waidmannsfeld";1214;973;11;962;189;283;336;34;61;59
323;32332;"Waldegg";1450;NA;NA;NA;NA;NA;NA;NA;NA;NA
323;32333;"Walpersbach";948;NA;NA;NA;NA;NA;NA;NA;NA;NA
323;32334;"Weikersdorf am Steinfelde";903;NA;NA;NA;NA;NA;NA;NA;NA;NA
323;32335;"Wiesmath";1256;NA;NA;NA;NA;NA;NA;NA;NA;NA
323;32336;"Winzendorf-Muthmannsdorf";1496;1173;11;1162;332;219;352;74;112;73
323;32337;"Wöllersdorf-Steinabrückl";3605;NA;NA;NA;NA;NA;NA;NA;NA;NA
323;32338;"Zillingdorf";1655;NA;NA;NA;NA;NA;NA;NA;NA;NA
325;32501;"Allentsteig";1507;NA;NA;NA;NA;NA;NA;NA;NA;NA
325;32502;"Arbesbach";1336;NA;NA;NA;NA;NA;NA;NA;NA;NA
325;32503;"Bärnkopf";280;NA;NA;NA;NA;NA;NA;NA;NA;NA
325;32504;"Echsenbach";1037;NA;NA;NA;NA;NA;NA;NA;NA;NA
325;32505;"Göpfritz an der Wild";1480;NA;NA;NA;NA;NA;NA;NA;NA;NA
325;32506;"Grafenschlag";694;NA;NA;NA;NA;NA;NA;NA;NA;NA
325;32508;"Groß Gerungs";3639;NA;NA;NA;NA;NA;NA;NA;NA;NA
325;32509;"Großgöttfritz";1097;917;16;901;371;87;328;19;57;39
325;32511;"Gutenbrunn";443;NA;NA;NA;NA;NA;NA;NA;NA;NA
325;32514;"Kirchschlag";533;NA;NA;NA;NA;NA;NA;NA;NA;NA
325;32515;"Kottes-Purk";1217;NA;NA;NA;NA;NA;NA;NA;NA;NA
325;32516;"Langschlag";1421;NA;NA;NA;NA;NA;NA;NA;NA;NA
325;32517;"Martinsberg";862;NA;NA;NA;NA;NA;NA;NA;NA;NA
325;32518;"Ottenschlag";830;NA;NA;NA;NA;NA;NA;NA;NA;NA
325;32519;"Altmelon";710;NA;NA;NA;NA;NA;NA;NA;NA;NA
325;32520;"Pölla";747;NA;NA;NA;NA;NA;NA;NA;NA;NA
325;32521;"Rappottenstein";1423;1214;25;1189;439;112;452;53;69;64
325;32522;"Sallingberg";1029;NA;NA;NA;NA;NA;NA;NA;NA;NA
325;32523;"Schönbach";620;NA;NA;NA;NA;NA;NA;NA;NA;NA
325;32524;"Schwarzenau";1239;NA;NA;NA;NA;NA;NA;NA;NA;NA
325;32525;"Schweiggers";1649;1380;27;1353;628;102;466;46;60;51
325;32528;"Bad Traunstein";820;NA;NA;NA;NA;NA;NA;NA;NA;NA
325;32529;"Waldhausen";989;NA;NA;NA;NA;NA;NA;NA;NA;NA
325;32530;"Zwettl-Niederösterreich";9030;NA;NA;NA;NA;NA;NA;NA;NA;NA
401;40101;"Linz";132345;NA;NA;NA;NA;NA;NA;NA;NA;NA
402;40201;"Steyr";25805;NA;NA;NA;NA;NA;NA;NA;NA;NA
403;40301;"Wels";37599;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40401;"Altheim";3617;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40402;"Aspach";1984;1557;18;1539;549;155;613;62;83;77
404;40403;"Auerbach";558;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40404;"Braunau am Inn";10875;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40405;"Burgkirchen";2026;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40406;"Eggelsberg";2058;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40407;"Feldkirchen bei Mattighofen";1626;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40408;"Franking";799;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40409;"Geretsberg";916;652;9;643;221;69;248;32;34;39
404;40410;"Gilgenberg am Weilhart";998;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40411;"Haigermoos";494;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40412;"Handenberg";1023;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40413;"Helpfau-Uttendorf";2334;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40414;"Hochburg-Ach";2104;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40415;"Höhnhart";1140;875;12;863;236;117;425;28;22;35
404;40416;"Jeging";556;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40417;"Kirchberg bei Mattighofen";989;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40418;"Lengau";3648;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40419;"Lochen am See";2279;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40420;"Maria Schmolln";1191;917;27;890;341;124;283;45;51;46
404;40421;"Mattighofen";3771;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40422;"Mauerkirchen";1623;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40423;"Mining";1010;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40424;"Moosbach";778;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40425;"Moosdorf";1282;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40426;"Munderfing";2220;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40427;"Neukirchen an der Enknach";1716;1366;27;1339;409;179;537;50;94;70
404;40428;"Ostermiething";2474;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40429;"Palting";990;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40430;"Perwang am Grabensee";858;643;7;636;174;86;267;36;42;31
404;40431;"Pfaffstätt";791;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40432;"Pischelsdorf am Engelbach";1292;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40433;"Polling im Innkreis";752;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40434;"Roßbach";723;595;15;580;164;65;262;29;31;29
404;40435;"St. Georgen am Fillmannsbach";361;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40436;"St. Johann am Walde";1629;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40437;"St. Pantaleon";2253;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40438;"St. Peter am Hart";1849;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40439;"St. Radegund";478;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40440;"St. Veit im Innkreis";318;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40441;"Schalchen";2846;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40442;"Schwand im Innkreis";772;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40443;"Tarsdorf";1620;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40444;"Treubach";575;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;40445;"Überackern";428;324;2;322;117;37;117;13;22;16
404;40446;"Weng im Innkreis";1125;NA;NA;NA;NA;NA;NA;NA;NA;NA
405;40501;"Alkoven";4638;NA;NA;NA;NA;NA;NA;NA;NA;NA
405;40502;"Aschach an der Donau";1574;1244;13;1231;255;311;374;101;117;73
405;40503;"Eferding";2917;NA;NA;NA;NA;NA;NA;NA;NA;NA
405;40504;"Fraham";1947;NA;NA;NA;NA;NA;NA;NA;NA;NA
405;40505;"Haibach ob der Donau";1055;NA;NA;NA;NA;NA;NA;NA;NA;NA
405;40506;"Hartkirchen";3235;NA;NA;NA;NA;NA;NA;NA;NA;NA
405;40507;"Hinzenbach";1607;1305;17;1288;408;253;391;73;105;58
405;40508;"Prambachkirchen";2323;NA;NA;NA;NA;NA;NA;NA;NA;NA
405;40509;"Pupping";1436;1177;10;1167;375;247;354;80;62;49
405;40510;"St. Marienkirchen an der Polsenz";1904;NA;NA;NA;NA;NA;NA;NA;NA;NA
405;40511;"Scharten";1864;NA;NA;NA;NA;NA;NA;NA;NA;NA
405;40512;"Stroheim";1362;NA;NA;NA;NA;NA;NA;NA;NA;NA
406;40601;"Freistadt";6209;NA;NA;NA;NA;NA;NA;NA;NA;NA
406;40602;"Grünbach";1517;NA;NA;NA;NA;NA;NA;NA;NA;NA
406;40603;"Gutau";2300;NA;NA;NA;NA;NA;NA;NA;NA;NA
406;40604;"Hagenberg im Mühlkreis";2439;NA;NA;NA;NA;NA;NA;NA;NA;NA
406;40605;"Hirschbach im Mühlkreis";941;809;15;794;280;135;170;68;99;42
406;40606;"Kaltenberg";489;NA;NA;NA;NA;NA;NA;NA;NA;NA
406;40607;"Kefermarkt";1753;NA;NA;NA;NA;NA;NA;NA;NA;NA
406;40608;"Königswiesen";2522;NA;NA;NA;NA;NA;NA;NA;NA;NA
406;40609;"Lasberg";2344;NA;NA;NA;NA;NA;NA;NA;NA;NA
406;40610;"Leopoldschlag";787;NA;NA;NA;NA;NA;NA;NA;NA;NA
406;40611;"Liebenau";1344;1155;20;1135;439;136;410;30;64;56
406;40612;"Neumarkt im Mühlkreis";2615;NA;NA;NA;NA;NA;NA;NA;NA;NA
406;40613;"Pierbach";813;NA;NA;NA;NA;NA;NA;NA;NA;NA
406;40614;"Pregarten";4483;NA;NA;NA;NA;NA;NA;NA;NA;NA
406;40615;"Rainbach im Mühlkreis";2382;NA;NA;NA;NA;NA;NA;NA;NA;NA
406;40616;"Sandl";1164;NA;NA;NA;NA;NA;NA;NA;NA;NA
406;40617;"St. Leonhard bei Freistadt";1122;NA;NA;NA;NA;NA;NA;NA;NA;NA
406;40618;"St. Oswald bei Freistadt";2382;NA;NA;NA;NA;NA;NA;NA;NA;NA
406;40619;"Schönau im Mühlkreis";1619;NA;NA;NA;NA;NA;NA;NA;NA;NA
406;40620;"Tragwein";2528;NA;NA;NA;NA;NA;NA;NA;NA;NA
406;40621;"Unterweißenbach";1815;NA;NA;NA;NA;NA;NA;NA;NA;NA
406;40622;"Unterweitersdorf";1786;NA;NA;NA;NA;NA;NA;NA;NA;NA
406;40623;"Waldburg";1150;NA;NA;NA;NA;NA;NA;NA;NA;NA
406;40624;"Wartberg ob der Aist";3646;NA;NA;NA;NA;NA;NA;NA;NA;NA
406;40625;"Weitersfelden";811;NA;NA;NA;NA;NA;NA;NA;NA;NA
406;40626;"Windhaag bei Freistadt";1272;NA;NA;NA;NA;NA;NA;NA;NA;NA
406;40627;"Bad Zell";2372;NA;NA;NA;NA;NA;NA;NA;NA;NA
407;40701;"Altmünster";7801;NA;NA;NA;NA;NA;NA;NA;NA;NA
407;40702;"Bad Goisern am Hallstättersee";6170;NA;NA;NA;NA;NA;NA;NA;NA;NA
